Cutthroat1	hachazo de Bartuc
StrAutomapPing	Silbido:
12034	+1 objetivo a Birdstorm
12035	-100% a la resistencia a los rayos enemigos (requiere un 100% de golpe aplastante)
12036	Antimass recupera la resistencia
12037	Torrente arcano: +20% de proyectiles extra
12038	Enjambre de flechas: +2 proyectiles
12039	Balefire: 30% de velocidad de movimiento mientras se autoinmola
12040	Perdición: +100% de duración
12041	Onda de muerte: +1 Proyectil
12042	Perdigones: +7 Proyectiles
12043	Poder oscuro: Daño mágico duplicado
12044	ÿc5(Espíritu defensor - Espíritu guardián - Espíritu protector)\nSpirit Walk no tiene tiempo de reutilización mientras llevas todas las reliquias de chamán
12045	+1 Espíritu Defensor Extra
12046	+1 espíritu protector adicional
12047	Ignite: 50% de daño total por fuego
12048	ÿc5(Espíritu de las ascuas - Banshee de caza)\n+1 Caza Banshee/Ember Spirit Proyectil mientras lleva reliquias de Seer Spirit
12049	ÿc5(Tótem Corazón de Fuego - Tótem Garra de Escarcha - Tótem Ojo de Tormenta)\n5% de absorción de fuego/frío/rayos al llevar reliquias de tótems
12050	+2 al máximo de proyectiles de rayos bifurcados
12051	+2% a la bonificación de defensa del maestro de runas mientras la fortaleza está activa
12052	Huracán: Regenera el 100% de Vida en 20 segundos
12053	Nova gélida: duración de congelación doble
12054	Gorefest: 66 daños mágicos por nivel
12055	Gran Cacería: +1 Espíritu
12056	Martillo de Zerae: daño físico adicional aumentado en un 25%
12057	Inmersión: 7% de probabilidad de activar un proyectil adicional
12058	Pozo de lava: radio de explosión aumentado en 1.3 yardas
12059	Vasija del juicio: +1 objetivo
12060	Vasija de retribución: +1 objetivo
12061	Maelstrom MkI: +10% de daño mágico adicional\n
12062	Barrido de maná: +10% de daño total
12063	Symphony of Destruction: +1 Rayo en el área de efecto de Slayer
12064	A sangre fría: también atraviesa la resistencia al rayo
12065	Mythal: reduce la resistencia física/mágica del enemigo en un 5%
12066	ÿc5(Colmena - Carga Nova - Camino de Llamas)\n+10 a Corazón helado mientras llevas reliquias periódicas
12067	Láser de lapa: +1 proyectil
12068	Refugio de las Sombras: 50 de vida regenerada por segundo por nivel base en Shadowrush
12069	Pestilencia: +10 segundos de duración
12070	Pira: resistencia física duplicada
12071	Eye of the Storm: ya no reduce el daño
12072	+1 Caballero del Abismo extra
12073	Stormblast: 5% de probabilidad de activar proyectiles adicionales
12074	Maelstrom MkI: 20% de probabilidad de activar un proyectil adicional durante la vulnerabilidad Wychwind
12075	+1% de daño de hechizos físicos/mágicos por cada 5 de cognición
12076	ÿc4+666 a la Vida\n+100% al índice de ataque de los súbditos invocados\n+100% al daño de los súbditos invocados\nInvoca un Minion adicional con cada lanzamiento\nÿc8Exodia\n\nÿc5(Invocar Frostwalker - Invocar hongo resplandeciente - Invocar pecador)\nGanancia ÿc8Exodiaÿc5 mientras lleva todas las reliquias del trío de invocación
12077	Lluvia de rocas: -4% de resistencia física enemiga
12078	Maelstrom MkI: +10% de daño mágico adicional
12079	ÿc3Enfriamiento de Carnage reducido en 1.72 segundos\nÿc8Carnicería: +1250 daño de fuego
12080	
12081	Familiars Cast Crucify when Killed/Unsummoned
12082	ÿc5Transmute the charm with a Celestial Wind effigy\nComplete all of the above Labyrinth Quests\nÿc4Trial of the Nephalem
12083	\nÿc5Transmute charm after boss death\nDefeat Deimoss the Fleshweaver in the Labyrinth depths\nÿc4End the Invasion
12084	\nÿc5(these items are rare drops from Labyrinth mini bosses)\nTransmute charm once with each Star Chart piece and Dream Fragment\nDefeat the monster Heroes, Champions and Sovereigns roaming the Labyrinth\nÿc4Trial of Purity
12085	\nÿc5(must be done in ascending order)\nTransmute charm once with each Riftstone\nExplore every level of the Labyrinth\nÿc4Trial of Discovery
12086	\nÿc5Transmute charm with an Elemental Dominion effigy\nDefeat Deimoss with exactly 5 optional difficulty modifiers\nÿc4Dimensional Alchemy
12087	ÿc5Returns charm and a random Relic\nTransmute charm with a Depleted Riftstone (6)\nÿc4Dimensional Alchemy Unlocked
12088	\nÿc5Transmute charm with an Elemental Ire effigy\nDefeat Deimoss with exactly 3 optional difficulty modifiers\nÿc4Occult Smithing
12089	\nÿc5Returns charm and an Occult Effigy of a higher tier\nTransmute charm with two identical Occult Effigies\nÿc4Occult Smithing Unlocked
12090	\nÿc5Charges: 0
12091	\nÿc5Charges: 1
12092	\nÿc5Charges: 2
12093	\nÿc5Charges: 3
12094	\nÿc5Charges: 4
12095	\nÿc5Charges: 5
12096	Conductivity: Chance to Cast Doubled
12097	Conductivity: +1% Chance to Trigger Stormcall on Hit
12098	Discharge: Thunder Frequency Improved by 0.4 seconds
12099	Scorpion Blade: Always Explodes, Max Range -25%
12100	+1 Extra Target to Storm Crows
12101	Summon Two Ancient Spirits per Cast
12102	ÿc4Blessing of Karcheus\n\nÿc5Deals 50% Weapon Damage\nEnemies can trigger the mine prematurely upon contact\nbefore exploding into a rapid barrage of homing ice arrows\nFire an ice mine that slows to a halt a short distance in front of you \nWhile holding a Bow:\n\nDeals up to 2800% Weapon damage at the center\nStrike the ground in front of you, releasing an pulsing nova of cold\nWhile holding a Spear:
12103	ÿc4Sacrificial Fervor\nÿc5After taking damage, Servants lose 10% of their life per second until they die\nInherits Fire Pierce from Elemental Wisdom twice\nDoubled Damage, Attack Speed, and Movement Speed\nÿc8Servants of Valor:
12104	ÿc4A Blank Slate of Infinite Potential\n
12105	
12106	
12107	
12108	
12109	ÿc1You can only carry one Relic
12110	\nÿc5Transmute charm with a Sigil of Absolution\nDefeat Deimoss with exactly 6 optional difficulty modifiers\nÿc4Void Armor
12111	ÿc8Abandoned Shrine\n
12112	ÿc8Creepy Shrine\n
12113	ÿc8Eerie Shrine\n
12114	ÿc8Enchanted Shrine\n
12115	ÿc8Fascinating Shrine\n
12116	ÿc8Hidden Shrine\n
12117	ÿc8Intimidating Shrine\n
12118	ÿc8Magical Shrine\n
12119	ÿc8Ornate Shrine\n
12120	ÿc8Quiet Shrine\n
12121	ÿc8Sacred Shrine\n
12122	ÿc8Shimmering Shrine\n
12123	ÿc8Spiritual Shrine\n
12124	ÿc8Tainted Shrine\n
12125	ÿc8Trinity Shrine\n
12126	ÿc8Weird Shrine\n
12127	the abyss gazes also into you\nAnd if you gaze for long into an abyss\n\nthereby become a monster\nmight take care lest he\nHe who fights with monsters\n\n\n
12128	ÿc520 Yard Radius\n5% Fire, Cold, and Lightning Absorb\nÿc8Salvation Aura
12129	+80 Magic Damage per 1% Deadly Strike
12130	Dragon Jaws reduces enemy physical resist by 30% for 1 second\nDragon Jaws area increased by 30%
12131	ÿc52% Chance to Cast level 60 Eldritch Storm on Death Blow\nÿc8With 25 Points in Eldritch Storm
12132	+1000 Life Regenerated per Second While Under 7000 Life
12133	ÿc5Harvest Duration Now 15 Seconds\nÿc5Harvest Grants Bloom Bonuses\nÿc5Can No Longer Summon Harvesters\nÿc8If you have No Points in Werebear, Werewolf, Wereowl, Hunter and Seer Trees:
12134	ÿc5a portal to the Heart of Darkness\nand a Greater Signet of Learning to open\nwith unlocked Dimensional Alchemy\nTransmute with a Nephalem Dimensional Key
12135	Flameburst shot: +10 projectiles
strHotkeydescEsc	Toggles game menu
strHotkeydescCharScreen	Toggles character screen to visualize your stats and assign attribute points
strHotkeydescInventory	Toggles inventory screen to manage your items
strHotkeydescPartyScreen	Toggles party screen to see the players in the game. only in multiplayer games
strHotkeydescMercScreen	Toggles mercenary's inventory screen to manage their items, if you have a mercenary and they're alive
strHotkeydescMsgLog	Toggles chat messages log
strHotkeydescQuestScreen	Toggles quest screen to visualize current objectives
strHotkeydescSkillTree	Toggles skill tree screen to assign skill points
strHotkeydescSkillSelect	Toggles right-click skill selection
strHotkeydescSprint	Hold down to sprint
strHotkeydescSprintToggle	Toggles permanent sprinting without having to hold down the sprint control
strHotkeydescStandstill	Hold down to cast skills in place, allowing you to cast spells that usually require you to run up to a target
strHotkeydescSwapWeap	Toggles between primary and secondary in-hand inventory slots
strHotkeydescClear	Clears all opened panels on your screen
strHotkeydescShowItems	Hold down to show all items on the ground near you
strHotkeydescTogglePickup	Toggles item pickup on ground without holding down the control to show items
strHotkeydescTransmute	When using the horadric cube, use this control to transmute without clicking the transmute button
strHotkeydescSkill	Quickly assigns the skill assigned to this key. Skill select keys can be assigned in the skill speed bar
strHotkeydescQuickCast	Casts skill assigned to this key. Quick cast keys can be assigned in the skill speed bar
strHotkeydescNextPrevSkill	Iterates through your assigned skill select keys
strHotkeydescUseBelt	Consumes item in your belt for that column (1 to 4)
strHotkeydescShowBelt	Toggles full view of items in your belt
strHotkeydescChat	Toggles in-game chat prompt
strHotkeydescClearMsg	Clears all chat messages on your screen
strHotkeydescShowPortraits	Toggles visibility of allies portraits in the top left of the screen
strHotkeydescScreencap	Takes a screen capture and stores it in your screenshots folder
strHotkeydescAutomap	Toggles your map
strHotkeydescRevealMap	Reveals the whole map for the current act
strHotkeydescMapSize	Toggles smaller map view when using the map
strHotkeydescMapFade	Iterates through different map fade settings when using the map
strHotkeydescMinimapPos	Toggles position of the map when using the smaller map view
strHotkeydescEmote	Audio emote from your character that other players around you will hear
12168	ÿc3+60% Physical Resist\nÿc5If you have more Dexterity than Strength plus Vitality:\nÿc3+600 Spell Focus\nÿc5If you have more Energy than Strength plus Vitality:\nÿc3+60% Innate Elemental Damage\n+70% Deadly Strike\nÿc5If you have more Strength than twice your Dexterity plus Vitality:
12169	ÿc3+30% Totem damage synergy\nÿc5If you have Jinn:\nÿc3+15% Weapon Physical Damage per Summon Tree Minion Base Level\nÿc3+12% Minion Life per Summon Tree Minion Base Level\nÿc5If you have Rathma's Chosen:\nÿc3Blood Skeletons get Double Benefit from Minion Life Stats\nÿc3Blood Skeletons inherit Catapult Shot's Fire Damage\nÿc5If you have Veil King:
12170	ÿc8+1% Weapon Physical Damage per 2% Attack Speed\nÿc1Cannot be Renewed
12171	ÿc8+1 Lightning Damage per 1% Total Physical Weapon Damage Bonus\n+1 Lightning Damage per 1% Bonus to Defense\nÿc1Cannot be Renewed
12172	ÿc8Fire, Cold, and Lightning Pierce Reduced by 100\nEcstatic Frenzy: +300% Total Damage
12173	ÿc5Transmute in the cube after reaching Level 120\nDifficulty Level: 120\nÿc4Horror Under Tristram (Heroic)\n
12174	ÿc5Transmute with a Mark of Victory to double the stats of this charm\nTransmute with an Urt rune to receive two quest entrance scrolls\nÿc4Horror Under Tristram (Heroic)\n
12175	ÿc8 (Max +100% at full mana)\nAdds your current mana percentage as Weapon Physical Damage\nÿc5(helm only)
12176	ÿc51% Chance to Cast Level 60 Crucify on Striking\n10% Chance to Cast Level 60 Crucify on Kill\nLaserblade works with all weapons\nÿc8While attacking with Crucify:
12177	ÿc4 The hunter persists. The prey falters\nÿc5Gain 3-5 Physical Damage with melee weapons per 1 Stamina\nGain 1 Maximum Stamina per 100 Vitality\nÿc8 While in human form: 
12178	ÿc5Transmute in the cube after reaching Level 121\nDifficulty Level: 121\nÿc4Death Projector (Heroic)\n
12179	ÿc5Transmute with a Mark of Victory to double the stats of this charm\nTransmute with a Thal rune to receive two quest entrance scrolls\nÿc4Death Projector (Heroic)\n
12180	Sacrifices: -2 Seconds to Cooldown\nDeathly Effigy: +4 to Maximum Effigies\n50 Life Regeneration per Widowmaker Base Level\nWidowmaker and Life Steal Nullified
12181	Flametail Shot Inherits Catapult Shot's Fire Damage\nAlchemic Preparation: Flametail Shot gains +1 Projectile per 4 Base Levels
12182	Reckoning of Zerae: Grants +1% Lightning Pierce per 1% Deadly Strike
12183	Arcane Fury: 5% Additional Mana and Energy During Buff Effect
12184	Gain 65% of your Wolf Companion Base Damage as Flat Physical Damage\n+2% Fire, Cold and Lightning resistances per Wolf Companion Skill Level
12185	ÿc5Transmute with a Mark of Victory to double the stats of this charm\nTransmute with a Xith rune to receive two quest entrance scrolls\nÿc4Infernal Machine (Heroic)\n
12186	ÿc5Transmute in the cube after reaching Level 122\nDifficulty Level: 122\nÿc4Infernal Machine (Heroic)\n
12187	\nÿc5Main spike deals 200% weapon damage, each split halves damage\nLaunches a massive frozen spike that splits into smaller bursts, which split again into small spikes\nWhile holding a Javelin:\n\nÿc3+1 to Crystalline Arsenal
12188	UNUSED
12189	\nÿc5Pandemonium Season trophy\n+\n(Sacred unique with ilvl 130+)\nRandom SSSU\nÿc8Level 150
12190	\nÿc5+20% Deadly Strike\n+50% Spell Damage\n+30% Innate Elemental Damage\nÿc8Level 149
12191	\nÿc5Two Random Relics\nÿc8Level 148
12192	\nÿc5Breath of Thaumaturgy\nEmpyrean Touch\nÿc8Level 147
12193	\nÿc5Two Random Relics\nÿc8Level 146
12194	\nÿc5Maximum Life and Mana +10%\nÿc8Level 145
12195	\nÿc5Two Random Relics\nÿc8Level 144
12196	\nÿc57 Corrupted Crystals\nÿc8Level 143
12197	\nÿc5Two Random Relics\nÿc8Level 142
12198	\nÿc5Cherry\nÿc8Level 141
12199	\nÿc5Random Relic\nÿc8Level 140
12200	\nÿc5Maximum Elemental Resists +1%\nÿc8Level 138
12201	\nÿc5Random Relic\nÿc8Level 136
12202	\nÿc5Physical Resist +10%\nÿc8Level 134
12203	\nÿc5Random Relic\nÿc8Level 132
12204	\nÿc5Dark Disciple (Sacred)\nÿc8Level 130
12205	\nÿc5Boots of Blinding Bluster (Sacred)\nÿc8Level 128
12206	\nÿc5Random Relic\nÿc8Level 125
12207	\nÿc5(777% magic find for 7 seconds)\nGoblin Glee\nÿc8Level 122
12208	\nÿc5Random Cincture (Mastercrafted)\nÿc8Level 119
12209	\nÿc5Gothic Staff (Mastercrafted)\nÿc8Level 116
12210	\nÿc5Staff of Herding Design\nÿc8Level 115
12211	ÿc4(unclaimed rewards are lost)\nÿc52 Arcane Crystals\nÿc4Transmute at 126+ to upgrade, requires: \n
12212	ÿc4(unclaimed rewards are lost)\nÿc54x 25 Signets of Learning\n2 Belladonna Extracts\nÿc4Transmute at 137+ to upgrade, requires: \n
12213	ÿc4(unclaimed rewards are lost)\nÿc56x 25 Signets of Learning\n3 Belladonna Extracts\nÿc4Transmute at 144+ to upgrade, requires: \n
12214	ÿc4(unclaimed rewards are lost)\nÿc510x 25 Signets of Learning\n5 Belladonna Extracts\nÿc4Transmute at 149+ to upgrade, requires: \n
12215	ÿc8 Pandemonium season item, nonfunctional\nÿc1Cannot be Renewed
12216	ÿc8 Pandemonium season item, nonfunctional\nÿc1Cannot be Renewed
12217	ÿc8 Pandemonium season item, nonfunctional\nÿc1Cannot be Renewed
12218	ÿc8 Pandemonium season item, nonfunctional\nÿc1Cannot be Renewed
12219	ÿc8 Pandemonium season item, nonfunctional\nÿc1Cannot be Renewed
12220	Pandemonium season item, nonfunctional
12221	Congratulations on reaching level 150!
12222	Pandemonium season item, nonfunctional
12223	\nCreates exclusive uniques\nModifies rare Sacred or Angelic, weapons or armors only\nCollect Souls in Heroic Khalimgrad to craft
12224	ÿc/<Transmute for recipe list: Diamond>\n\nÿc1Socket / Mystic Orb / Bless / Corrupt your items after Soulforging\nWARNING: Item modification can interfere with Soulforge functionality
12225	ÿc3\n[4] + [3] = (5-8)% Deadly Strike\n[3] + [2] = (90-120) Spell Focus (2H)\n[3] + [2] = (60-80) Spell Focus (1H)\n[2] + [2] = (85-120) Minimum Damage (2H)\n[2] + [2] = (51-75) Minimum Damage (1H)\n[1] + [1] = 120% Enhanced Damage\nWeapon Prefixes\nÿc;[Oils of Craft] + [Souls] = [Effect]\n\nÿc5Only 1 affix per group can exist\nItem cannot have more than 3 prefixes and 3 suffixes\nCube: Soulforge + Rare Item + Perfect Diamond + Oils + Souls\nÿc8Modify Rare item: Diamond
12226	ÿc/<Transmute for recipe list: Ruby>\n---\nÿc3[6] + [2] = (6-10)% Physical Resist (Shield)\n[5] + [1] = (21-25) Damage Reduced\n[4] + [1] = (2-3)% Physical Resist\nArmor Suffixes\n\n[3] + [2] = (251-300) Maximum Damage (2H)\n[3] + [2] = (111-135) Maximum Damage (1H)\n[2] + [1] = 10% Slow Target\n[1] + [1] = (39-50)% Minion Damage\nWeapon Suffixes\nÿc;[Oils of Enhancement] + [Souls] = [Effect]\n\nÿc3[5] + [1] = 150% Enhanced Defense\nArmor Prefixes
12227	ÿc3[4] + [2] = (21-30)% Fire Spell Damage (Body)\n[4] + [2] = 10% Fire Spell Damage\nArmor Prefixes\n\n[3] + [1] = 10% Life Leech\n[2] + [1] = (301-400) Life\n[1] + [2] = (55-65)% Fire Spell Damage (2H)\n[1] + [2] = (25-35)% Fire Spell Damage (1H)\nWeapon Prefixes\nÿc;[Oils of Craft] + [Souls] = [Effect]\n\nÿc5Only 1 affix per group can exist\nItem cannot have more than 3 prefixes and 3 suffixes\nCube: Soulforge + Rare Item + Perfect Ruby + Oils + Souls\nÿc8Modify Rare item: Ruby
12228	ÿc/<Transmute for recipe list: Sapphire>\n---\nÿc3[6] + [2] = 15% Fire Pierce (Body)\n[6] + [2] = 5% Fire Pierce\n[5] + [1] = 1% Max Fire Resist\nArmor Suffixes\n\n[4] + [1] = 60% Minion Life (2H)\n[4] + [1] = 30% Minion Life (1H)\n[3] + [1] = (81-100) Life on Kill\n[2] + [2] = 25% Fire Pierce (2H)\n[2] + [2] = 15% Fire Pierce (1H)\n[1] +[1] = (250-400) Fire Damage\nWeapon Suffixes\nÿc;[Oils of Enhancement] + [Souls] = [Effect]ÿc3\n\n[6] + [1] = 50 Life Regen per second\n[5] + [1] = (136-170) Life
12229	ÿc3[4] + [2] = 10% Cold Spell Damage\nArmor Prefixes\n\n[3] + [1] = 10% Mana Leech\n[2] + [1] = (201-250) Mana\n[1] + [2] = (55-65)% Cold Spell Damage (2H)\n[1] + [2] = (25-35)% Cold Spell Damage (1H)\nWeapon Prefixes\nÿc;[Oils of Craft] + [Souls] = [Effect]\n\nÿc5Only 1 affix per group can exist\nItem cannot have more than 3 prefixes and 3 suffixes\nCube: Soulforge + Rare Item + Perfect Sapphire + Oils + Souls\nÿc8Modify Rare item: Sapphire
12230	ÿc/<Transmute for recipe list: Topaz>\n---\nÿc3[6] + [2] = 15% Energy (Body)\n[5] + [2] = 15% Cold Pierce (Body)\n[5] + [2] = 5% Cold Pierce\n[4] + [1] = 1% Max Cold Resist\nArmor Suffixes\n\n[3] + [1] = (41-50) Mana on Kill\n[2] + [2] = 25% Cold Pierce (2H)\n[2] + [2] = 15% Cold Pierce (1H)\n[1] + [1] = (300-350) Cold Damage\nWeapon Suffixes\nÿc;[Oils of Enhancement] + [Souls] = [Effect]ÿc3\n\n[5] + [1] = (51-90) Mana\n[4] + [2] = (21-30)% Cold Spell Damage (Body)
12231	ÿc3[4] + [2] = 10% Lightning Spell Damage\nArmor Prefixes\n\n[3] + [1] = 70% Attack Speed (2H)\n[3] + [1] = 40% Attack Speed (1H)\n[2] + [1] = 40% Cast Speed\n[1] + [2] = (55-65)% Lightning Spell Damage (2H)\n[1] + [2] = (25-35)% Lightning Spell Damage (1H)\nWeapon Prefixes\nÿc;[Oils of Craft] + [Souls] = [Effect]\n\nÿc5Only 1 affix per group can exist\nItem cannot have more than 3 prefixes and 3 suffixes\nCube: Soulforge + Rare Item + Perfect Topaz + Oils + Souls\nÿc8Modify Rare item: Topaz
12232	ÿc/<Transmute for recipe list: Emerald>\n---\nÿc3[5] + [2] = 15% Dexterity (Body)\n[4] + [2] = 15% Lightning Pierce (Body)\n[4] + [2] = 5% Lightning Pierce\n[3] + [1] = 1% Max Lightning Resist\nArmor Suffixes\n\n[2] + [2] = 25% Lightning Pierce (2H)\n[2]  + [2] = 15% Lightning Pierce (1H)\n[1] + [1] = (1-750) Lightning Damage [1]\nWeapon Suffixes\nÿc;[Oils of Enhancement] + [Souls] = [Effect]ÿc3\n\n[5] + [1] = (41-50)% Magic Find (Body)\n[4] + [2] = (21-30)% Lightning Spell Damage (Body)
12233	[3] + [2] = +10% Poison Spell Damage\n[2] + [1] = (41-50)% Poison Length Reduced (Body)\n[2] + [1] = 25% Poison Length Reduced\nArmor Prefixes\n\n[1] + [2] = (55-65)% Poison Spell Damage (2H)\n[1] + [2] = (25-35)% Poison Spell Damage (1H)\nWeapon Prefixes\nÿc;[Oils of Craft] + [Souls] = [Effect]\n\nÿc5Only 1 affix per group can exist\nItem cannot have more than 3 prefixes and 3 suffixes\nCube: Soulforge + Rare Item + Perfect Emerald + Oils + Souls\nÿc8Modify Rare item: Emerald
12234	ÿc/<Transmute for recipe list: Skull>\n---\nÿc3[7] + [2] = 20% Strength (Body)\n[6] + [2] = 15% Poison Pierce (Body)\n[6] + [2] = 5% Poison Pierce\n[5] + [1] = 1% Max Poison Resist\n[4] + [1] = 1% Block Chance (non-class Shield)\nArmor Suffixes\n\n[3] + [1] = 200% Attack Rating\n[2] + [2] = 25% Poison Pierce (2H)\n[2] + [2] = 15% Poison Pierce (1H)\n[1] + [1] = 538 Poison Damage per second\nWeapon Suffixes\nÿc;[Oils of Enhancement] + [Souls] = [Effect]ÿc3\n\n[3] + [2] = (21-30)% Poison Spell Damage (Body}
12235	\n[2] + [2] = (25-35)% Phys/Mag Spell Damage (Body)\n[2] + [2] = 12% Phys/Mag Spell Damage\nArmor Prefixes\n\n[1] + [2] = (70-80)% Phys/Mag Spell Damage (2H)\n[1] + [2] = (30-40)% Phys/Mag Spell Damage (1H)\nWeapon Prefixes\nÿc; [Oils of Craft] + [Souls] = [Effect]\n\nÿc5Only 1 affix per group can exist\nItem cannot have more than 3 prefixes and 3 suffixes\nCube: Soulforge + Rare Item + Perfect Skull + Oils + Souls\nÿc8Modify Rare item: Skull
12236	ÿc/<Transmute for recipe list: Rainbow Stone>\n---\nÿc3[3] + [2] = 15% Vitality (Body)\n[2] + [1] = 25% Gold Find (Body)\nArmor Suffixes\n\n[1] + [1] = (350-400) Magic Damage\nWeapon Suffixes\nÿc;[Oils of Enhancement] + [Souls] = [Effect]ÿc3
12237	\n[2] + [4] = 20 to Rising Dawn [Assassin Shield, Paladin 1H Weapon, Amazon Helm]\n\n[1] + [4] = (8-16) to Death Star [Claw, Assassin Shield, Amazon/Barbarian Helm]\noSkills - Suffixes\nÿc;[Oils of Enhancement] + [Souls] = [Effect]\n\nÿc5Item cannot have the same affix more than once\nItem cannot have more than 3 prefixes and 3 suffixes\nCube: Soulforge + Rare Item + Perfect Rainbow Stone + Oils + Souls\nÿc8Modify Rare item: Rainbow Stone
12238	ÿc/<Transmute for recipe list: Craft Uniques>\n---\nÿc3[6] + [4] = 18 to Tantrum [Bow/Crossbow]\n\n[5] + [4] = (4-14) to Searing Glow [Amazon/Paladin Shield, Druid Helm, Necromancer Staff]\n\n[4] + [4] = (8-16) to Phoenix Wave [Claw, Staff, Amazon Shield]\n\n[3] + [4] = 14 to Chaotic Spark [Paladin Helm, Sorceress Body]
12239	100% of Physical/Magic spell damage regenerated as life per second
12240	50% chance to splash weapon damage in a 6.67 yard radius
12241	[2] + [20] = ÿc4Faithlessÿc3 (Physical Damage Claw)\n[1] + [20] = ÿc4Raven Mantleÿc3 (Phys/Mag Caster Body Armor)\n\nÿc;[Oils of Craft] + [Souls] = [Effect]\n\nÿc5Cube: Soulforge + Souls + Oils\nÿc8Craft Uniques
12242	Divine Judgement: Buff Grants 1.5% Fire Pierce per Base Level Instead of Physical Weapon Damage
12243	ÿc1Cannot be Crafted (Shrines will be lost)\nCannot be Renewed
12244	ÿc5Tramsmute with 2 Angelic items to open with Area Level 130\nTramsmute with a Perfect Gem to open with Area Level 125\nÿc;Rewards: Angelic Items, Crafting Rares, Crafting Exclusive Uniques\nÿc8Heroic Library of Fate\n\n
12245	1% Chance to Gain Heart of the Pack for 3 seconds on Striking
12246	ÿc5+25% Deadly Strike\n+10% Lightning Absorb\n+10% Cold Absorb\n+10% Fire Absorb\nÿc8If you have at least 450% Damage to Demons
StrCfgTabLootFilterSettings	Settings\nLoot Filter
StrLootFilterCfgConditions	Conditions:
StrLootFilterCfgItemQuality	Item's quality is: 
StrLootFilterCfgClvl	Character's level is
StrLootFilterCfgIlvl	Item's level is
StrLootFilterCfgItemClass	Item is of type: 
StrLootFilterCfgItemCode	Item is: 
StrLootFilterCfgLowQual	Low Quality
StrLootFilterCfgNormal	Normal
StrLootFilterCfgSuperior	High Quality
StrLootFilterCfgMagic	Magic
StrLootFilterCfgSet	Part of a Set
StrLootFilterCfgRare	Rare
StrLootFilterCfgUnique	Unique
StrLootFilterCfgCraft	Crafted
StrLootFilterCfgTempered	Honorific
StrLootFilterCfgUnknown	Unknown
StrCfgTitleLootFilter	Loot filter settings
StrCfgDisplayToggleShowLoot	Toggle show loot hotkey
StrCfgDisplayNoLootFilterTown	No loot filter in town
StrCfgLootFilterBtnNewConfig	New Configuration
StrCfgLootFilterBtnImportConfig	Import Configuration From Clipboard
StrCfgLootFilterBtnRevert	Discard Last Unsaved Change (ctrl+z)
StrCfgLootFilterBtnSave	Save Changes (ctrl+s)
StrCfgLootFilterBtnDelete	Delete Configuration
StrCfgLootFilterBtnExport	Export to Clipboard
StrCfgLootFilterBtnAddRule	Add Rule
StrCfgLootFilterBtnUndoAll	Discard All Unsaved Changes
StrCfgNone	None
StrCfgAny	Any
StrCfgTo	to
StrCfgLootFilterOutcomeShow	SHOW
StrCfgLootFilterOutcomeHide	HIDE
StrCfgLootFilterLabelName	Name:
StrCfgLootFilterLabelShowItemDefault	Show Item by Default:
StrCfgLootFilterLabelConfiguration	Configuration:
StrCfgLootFilterLabelRuleSettings	- Rule Settings -
StrCfgLootFilterLabelRuleShowItem	Show Item:
StrCfgLootFilterLabelRuleActive	Rule is Active:
StrCfgLootFilterLabelRuleConditions	- Conditions -
StrCfgLootFilterLabelItemQuality	Item's Quality is:
StrCfgLootFilterLabelItemEthereal	Item is Ethereal:
StrCfgLootFilterLabelIlvl	Item's Level is:
StrCfgLootFilterLabelClvl	Character's Level is:
StrCfgLootFilterLabelSpecificCondition	- Specific Condition -
StrCfgLootFilterMatchItemByCategory	Match Item by Category
StrCfgLootFilterMatchItemByCode	Match Specific Item
StrCfgLootFilterLabelYes	Yes
StrCfgLootFilterLabelNo	No
StrCfgLootFilterLabelEither	Either
StrCfgLootFilterItemIsEthereal	Item is Ethereal
StrCfgLootFilterItemIsNotEthereal	Item is not Ethereal
StrCfgLootFilterLabelAnd	and
StrCfgLootFilterUnsavedChanges	Do you want to discard all changes\nCurrent configuration has unsaved changes
StrCfgLootFilterLabelDiscard	Discard
StrCfgLootFilterLabelCancel	Cancel
StrCfgLootFilterWarnDeleteConfig	Are you sure you want to delete it\nThe configuration will be deleted permanently
StrCfgLootFilterLabelDelete	Delete
StrCfgLootFilterFavoriteOn	Select as Favorite
StrCfgLootFilterFavoriteOff	Unselect as Favorite
StrCfgHotkeyFavoriteLf	Favorite loot filter
StrCfgHotkeyDefaultLf	Default loot filter
StrCfgHotkeyDescFavoriteLf	Switch to favorite loot filter configuration
StrCfgHotkeyDescDefaultLf	Switch to default loot filter configuration
StrCfgLootFilterLabelMoveRule	like to move this rule\nChoose where you'd
StrCfgLootFilterLabelMoveRuleHere	Click to move rule to this position
12313	ÿc8Can spawn any oSkill from Rare Affixes\nÿc1Cannot be Renewed
12314	ÿc8Adds +160-250 Cold Damage to Weapon\n+1 Life on Striking per 100 Base Vitality\nÿc1Cannot be Renewed
12315	ÿc8Orb of Annihilation: +10% Total Damage per Corrupted Item worn\nSuccessful corruptions increase Required Level by 10\nFailed corruptions do not increase Required Level\nEmpowered corruption outcomes\nCan be corrupted 10 times\nÿc1Corrupted
StrCfgLootFilterLabelNotify	Notify:
StrCfgLootFilterLabeShowOnMap	Show on Map:
StrCfgLootFilterNotifyDesc	item matching these criteria drop\nYou will be notified when an
StrCfgLootFilterShowOnMapDesc	will show up on your automap\nItems matching these criteria
StrPushNotifGoblinAppear	 appears!
StrPushNotifHighThreat	High threat nearby!
